year,verslagnaam,voornaam,match_achternaam,fractie,functie,words,turns,days
2025,Holman,Harm,Holman,NSC,lid Tweede Kamer,62459,557,43
2025,Buijsse,Martijn,Buijsse,VVD,lid Tweede Kamer,61932,571,41
2025,Klaver,Jesse,Klaver,GroenLinks,lid Tweede Kamer,61816,980,28
2025,Stultiens,Luc,Stultiens,GroenLinks-PvdA,lid Tweede Kamer,59874,656,42
2025,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,58653,361,17
2025,Kahraman,Isa,Kahraman,NSC,lid Tweede Kamer,58372,946,50
2025,Bamenga,Mpanzu,Bamenga,D66,lid Tweede Kamer,56964,508,47
2025,Van der Werf,Hanneke,Werf,D66,lid Tweede Kamer,56113,493,46
2025,Rutte,Arno,Rutte,VVD,lid Tweede Kamer,56092,262,10
2025,De Korte,Ria,Korte,NSC,lid Tweede Kamer,53366,572,38
2025,Boomsma,Diederik,Boomsma,JA21,lid Tweede Kamer,52898,366,43
2025,Boutkan,Willem,Boutkan,PVV,lid Tweede Kamer,52570,670,33
2025,Erkens,Silvio,Erkens,VVD,lid Tweede Kamer,52309,403,24
2025,Tieman,Robert,Tieman,,minister van Infrastructuur en Waterstaat,51830,314,11
2025,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,50194,281,21
2025,Rajkowski,Queeny,Rajkowski,VVD,lid Tweede Kamer,50192,517,45
2025,Jetten,Rob,Jetten,D66,lid Tweede Kamer,49596,333,23
2025,Nordkamp,Jimme,Nordkamp,GroenLinks-PvdA,lid Tweede Kamer,49160,798,25
2025,Martens-America,Claire,Martens-America,VVD,lid Tweede Kamer,49141,404,44
2025,Heijnen,Eugène,Heijnen,,"staatssecretaris Fiscaliteit, Belastingdienst en Douane",49123,300,6
2025,Bevers,Harry,Bevers,VVD,lid Tweede Kamer,48441,708,39
2025,Van Kent,Bart,Kent,SP,lid Tweede Kamer,48379,459,25
2025,Pouw-Verweij,Nicki,Pouw-Verweij,JA21,lid Tweede Kamer,48130,269,7
2025,Kisteman,Arend,Kisteman,VVD,lid Tweede Kamer,47057,525,35
2025,Patijn,Mariëtte,Patijn,GroenLinks-PvdA,lid Tweede Kamer,46845,542,31
2025,Veltman,Hester,Veltman,VVD,lid Tweede Kamer,46764,410,31
2025,Soepboer,Aant,Soepboer,NSC,lid Tweede Kamer,46738,449,28
2025,Vedder,Eline,Vedder,CDA,lid Tweede Kamer,46437,294,30
2025,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,45273,315,24
2025,Palmen,Sandra,Palmen,NSC,staatssecretaris Herstel en Toeslagen,42816,258,10
2025,Coenradie,Ingrid,Coenradie,JA21,staatssecretaris van Justitie en Veiligheid,42751,251,14
2025,Chakor,Glimina,Chakor,GroenLinks-PvdA,lid Tweede Kamer,41701,296,27
2025,Hirsch,Daniëlle,Hirsch,GroenLinks-PvdA,lid Tweede Kamer,40880,502,24
2025,Maeijer,Vicky,Maeijer,PVV,lid Tweede Kamer,40787,200,12
2025,Welzijn,Merlien,Welzijn,NSC,lid Tweede Kamer,40771,290,29
2025,Bruijn,Jan,Bruijn,,"minister van Volksgezondheid, Welzijn en Sport",40093,212,7
2025,Pierik,Cor,Pierik,BBB,lid Tweede Kamer,39472,362,41
2025,Heutink,Hidde,Heutink,PVV,lid Tweede Kamer,39197,443,30
2025,Bruyning,Faith,Bruyning,NSC,lid Tweede Kamer,38889,319,44
2025,Valize,Jan,Valize,PVV,lid Tweede Kamer,38883,771,25
2025,Becking,Koen,Becking,,"staatssecretaris van Onderwijs, Cultuur en Wetenschap",38179,313,6
2025,Baudet,Thierry,Baudet,FvD,lid Tweede Kamer,37823,333,25
2025,Becker,Bente,Becker,VVD,lid Tweede Kamer,37362,182,17
2025,Jansen,Daniëlle,Jansen,NSC,lid Tweede Kamer,37302,301,22
2025,Van Waveren,Alexander,Waveren,NSC,lid Tweede Kamer,36764,302,26
2025,Pool,Joeri,Pool,PVV,lid Tweede Kamer,36486,869,28
2025,Nijhof-Leeuw,Jeanet,Nijhof-Leeuw,PVV,lid Tweede Kamer,35216,1142,41
2025,De Vos,Lidewij,Vos,FVD,lid Tweede Kamer,34421,377,38
2025,Claassen,René,Claassen,PVV,lid Tweede Kamer,34269,363,37
2025,Kops,Alexander,Kops,PVV,lid Tweede Kamer,34022,192,31
2025,Gabriëls,Geert,Gabriëls,GroenLinks-PvdA,lid Tweede Kamer,33965,305,29
2025,Van Meijeren,Gideon,Meijeren,FVD,lid Tweede Kamer,33698,256,39
2025,Lahlah,Esmah,Lahlah,GroenLinks-PvdA,lid Tweede Kamer,33543,262,31
2025,Rijkaart,Frank,Rijkaart,,minister van Binnenlandse Zaken en Koninkrijksrelaties,33535,185,5
2025,Van Vroonhoven,Nicolien,Vroonhoven,NSC,lid Tweede Kamer,31684,449,24
2025,Graus,Dion,Graus,PVV,lid Tweede Kamer,31629,645,17
2025,Thiadens,Folkert,Thiadens,PVV,lid Tweede Kamer,31156,695,28
2025,van Dijk,Emiel,Dijk,PVV,lid Tweede Kamer,29604,310,32
2025,Saris,Ilse,Saris,NSC,lid Tweede Kamer,28068,275,26
2025,Uppelschoten,Nico,Uppelschoten,PVV,lid Tweede Kamer,26786,161,16
2025,Slagt-Tichelman,Elke,Slagt-Tichelman,GroenLinks-PvdA,lid Tweede Kamer,26569,170,22
2025,Idsinga,Folkert,Idsinga,NSC,lid Tweede Kamer,26137,366,23
2025,Van Zanten,Claudia,Zanten,BBB,lid Tweede Kamer,25695,262,32
2025,Aardema,Max,Aardema,PVV,lid Tweede Kamer,25393,827,27
2025,Mooiman,Jeremy,Mooiman,PVV,lid Tweede Kamer,25105,210,25
2025,Rikkers-Oosterkamp,Mariska,Rikkers-Oosterkamp,BBB,lid Tweede Kamer,23996,245,41
2025,Markuszower,Gidi,Markuszower,PVV,lid Tweede Kamer,23061,370,22
2025,Haage,Marleen,Haage,GroenLinks-PvdA,lid Tweede Kamer,22404,223,21
2025,Dekker,Ralf,Dekker,FVD,lid Tweede Kamer,21777,202,27
2025,White,Raoul,White,GroenLinks-PvdA,lid Tweede Kamer,21391,269,20
2025,Van Meetelen,Rachel,Meetelen,PVV,lid Tweede Kamer,21374,286,27
2025,De Vree,Henk,Vree,PVV,lid Tweede Kamer,21193,915,24
2025,Tseggai,Mikal,Tseggai,GroenLinks-PvdA,lid Tweede Kamer,20220,235,28
2025,van Dijck,Tony,Dijck,PVV,lid Tweede Kamer,20214,206,8
2025,Oostenbrink,Martin,Oostenbrink,BBB,lid Tweede Kamer,19952,184,36
2025,Moes,Gouke,Moes,,"minister van Onderwijs, Cultuur en Wetenschap",19923,192,6
2025,Dral,Rosemarijn,Dral,VVD,lid Tweede Kamer,19903,147,22
2025,Kouwenhoven,Bram,Kouwenhoven,NSC,lid Tweede Kamer,18790,140,15
2025,Joseph,Agnes,Joseph,NSC,lid Tweede Kamer,17649,145,13
2025,Ram,Dennis,Ram,PVV,lid Tweede Kamer,16895,190,19
2025,Vondeling,Marina,Vondeling,PVV,lid Tweede Kamer,16793,172,30
2025,Crijns,Patrick,Crijns,PVV,lid Tweede Kamer,16395,176,15
2025,Deen,Marco,Deen,PVV,lid Tweede Kamer,16359,139,24
2025,Meulenkamp,Wim,Meulenkamp,VVD,lid Tweede Kamer,16201,148,18
2025,Hoogeveen,Michiel,Hoogeveen,JA21,lid Tweede Kamer,15862,94,11
2025,De Roon,Raymond,Roon,PVV,lid Tweede Kamer,15847,241,24
2025,Hertzberger,Rosanne,Hertzberger,NSC,lid Tweede Kamer,15513,106,10
2025,Faddegon,Chris,Faddegon,PVV,lid Tweede Kamer,14786,271,12
2025,Knigge,Geert,Knigge,,Regeringscommissaris,14710,37,5
2025,De Kort,Daan,Kort,VVD,lid Tweede Kamer,14567,127,18
2025,Wingelaar,Natascha,Wingelaar,NSC,lid Tweede Kamer,14407,179,27
2025,Mulder,Edgar,Mulder,PVV,lid Tweede Kamer,13830,198,30
2025,Van den Hil,Jacqueline,Hil,VVD,lid Tweede Kamer,13299,101,10
2025,Boon,Maikel,Boon,PVV,lid Tweede Kamer,12970,136,16
2025,Bikkers,Bart,Bikkers,VVD,lid Tweede Kamer,12095,76,19
2025,Van der Velde,Martine,Velde,PVV,lid Tweede Kamer,12076,117,10
2025,Pijpelink,Anita,Pijpelink,GroenLinks-PvdA,lid Tweede Kamer,12008,73,7
2025,Heite,Annemarie,Heite,NSC,lid Tweede Kamer,11017,63,15
2025,Verkuijlen,Ruud,Verkuijlen,VVD,lid Tweede Kamer,10389,86,8
2025,Moorman,Marjolein,Moorman,GroenLinks-PvdA,lid Tweede Kamer,10376,66,5
2025,Van Haasen,Peter,Haasen,PVV,lid Tweede Kamer,10191,100,9
2025,Oosterhuis,Henk-Jan,Oosterhuis,D66,lid Tweede Kamer,9662,57,4
2025,Vlottes,Elmar,Vlottes,PVV,lid Tweede Kamer,9501,54,11
2025,Straatman,Jeltje,Straatman,CDA,lid Tweede Kamer,9152,54,8
2025,Verouden,Vincent,Verouden,NSC,lid Tweede Kamer,7498,49,6
2025,Richardson,Simone,Richardson,VVD,lid Tweede Kamer,7465,49,8
2025,Van den Brink,Bart,Brink,CDA,"minister van Asiel en Migratie, viceminister-president",6894,21,3
2025,Ceulemans,Simon,Ceulemans,JA21,lid Tweede Kamer,6836,65,8
2025,Struijs,Jan,Struijs,50PLUS,lid Tweede Kamer,6829,62,11
2025,Armut,Etkin,Armut,CDA,lid Tweede Kamer,6772,33,4
2025,Van den Berg,Daniël,Berg,JA21,lid Tweede Kamer,6573,66,10
2025,Van Oosterhout,Sjoukje,Oosterhout,GroenLinks-PvdA,lid Tweede Kamer,6164,53,6
2025,de Jong,Léon,Jong,PVV,lid Tweede Kamer,5795,33,2
2025,Smitskam,Peter,Smitskam,PVV,lid Tweede Kamer,5793,53,14
2025,Jumelet,Henk,Jumelet,CDA,lid Tweede Kamer,5726,37,6
2025,Koorevaar,Jan,Koorevaar,CDA,lid Tweede Kamer,5207,61,3
2025,Den Hollander,Renate,Hollander,VVD,lid Tweede Kamer,5055,57,9
2025,Klos,Felix,Klos,D66,lid Tweede Kamer,4924,36,5
2025,Van der Hoeff,Patrick,Hoeff,PVV,lid Tweede Kamer,4806,48,10
2025,Van Groningen,Dieke,Groningen,VVD,lid Tweede Kamer,4681,32,3
2025,Van de Koot,Sander,Koot,,,4380,22,1
2025,Neijenhuis,Stephan,Neijenhuis,D66,lid Tweede Kamer,4309,30,4
2025,El Abassi,Ismail,Abassi,DENK,lid Tweede Kamer,4161,76,7
2025,Köse,Ulaş,Köse,D66,lid Tweede Kamer,3976,20,3
2025,De Beer,Martin,Beer,VVD,lid Tweede Kamer,3943,32,4
2025,Reinhard,Esther,Reinhard,,,3892,32,1
2025,Hartsuiker,Jeroen,Hartsuiker,VVD,lid Tweede Kamer,3825,24,4
2025,Van Duijvenvoorde,Peter,Duijvenvoorde,FVD,lid Tweede Kamer,3738,29,7
2025,Koolmees,Wouter,Koolmees,D66,minister van Sociale Zaken en Werkgelegenheid,3735,6,1
2025,Clemminck,Ranjith,Clemminck,JA21,lid Tweede Kamer,3624,24,2
2025,Wendel,Hilde,Wendel,VVD,lid Tweede Kamer,3516,30,8
2025,Van Dooren,Ernie,Dooren,,,3430,16,1
2025,Van Berkel,Nathalie,Berkel,D66,lid Tweede Kamer,3336,33,6
2025,Van den Hengel,Rodney,Hengel,,,3328,10,1
2025,Bühler,Judith,Bühler,CDA,lid Tweede Kamer,3286,20,3
2025,Buma,Sybrand,Buma,,informateur,3283,2,1
2025,Stöteler,Sebastiaan,Stöteler,PVV,lid Tweede Kamer,3232,45,8
2025,van den Brink,Tijs,Brink,CDA,lid Tweede Kamer,3105,27,5
2025,Van Veen,Sisco,Veen,,,3000,7,1
2025,Blaauw,Reinder,Blaauw,PVV,lid Tweede Kamer,2942,29,7
2025,Raijer,Annette,Raijer,PVV,lid Tweede Kamer,2933,20,5
2025,Wienen,Jos,Wienen,,,2928,11,1
2025,Van ’t Hoff,Susanne,’t,,,2914,4,1
2025,Helder,Lilian,Helder,PVV,lid Tweede Kamer,2910,14,2
2025,Boerma,Hanneke,Boerma,,staatssecretaris Buitenlandse Handel,2829,21,1
2025,Van Zutphen,Reinier,Zutphen,,Nationale ombudsman,2698,2,1
2025,Kamphuis,Martine,Kamphuis,,,2586,27,1
2025,Croiset van Uchelen,Pim,Croiset,,,2578,27,1
2025,Nanninga,Annabel,Nanninga,JA21,lid Tweede Kamer,2562,19,4
2025,Van Lanschot,Maes,Lanschot,CDA,lid Tweede Kamer,2501,24,6
2025,Van Brenk,Corrie,Brenk,50PLUS,lid Tweede Kamer,2498,38,6
2025,Makhoukhi,Hilal,Makhoukhi,,,2485,14,1
2025,Schutz,Björn,Schutz,VVD,lid Tweede Kamer,2383,15,2
2025,Belhirch,Fatimazhra,Belhirch,D66,lid Tweede Kamer,2369,9,2
2025,Oualhadj,Ouafa,Oualhadj,D66,lid Tweede Kamer,2360,16,2
2025,Boone,Miranda,Boone,,,2325,9,1
2025,Goudzwaard,Maarten,Goudzwaard,JA21,lid Tweede Kamer,2155,19,5
2025,Huidekooper,Dion,Huidekooper,D66,lid Tweede Kamer,2129,21,4
2025,Van der Laan,Medy,Laan,,,2127,4,1
2025,Aben,Ivo,Aben,,,2066,4,1
2025,Hamstra,Sarath,Hamstra,CDA,lid Tweede Kamer,2040,13,4
2025,Wijbenga,Bert,Wijbenga,,,2018,7,1
2025,Bac,Johan,Bac,,,2009,8,1
2025,Beukema,Ellen,Beukema,,,1895,5,1
2025,Van Balkom,Ton,Balkom,,,1853,4,1
2025,Duisenberg,Pieter,Duisenberg,VVD,lid Tweede Kamer,1834,1,1
2025,Jansen,Freek,Jansen,FVD,lid Tweede Kamer,1717,25,4
2025,Van Ark,Elles,Ark,CDA,lid Tweede Kamer,1661,10,2
2025,Dijk,Heera,Dijk,D66,lid Tweede Kamer,1659,7,2
2025,Synhaeve,Marijke,Synhaeve,D66,lid Tweede Kamer,1620,19,3
2025,Vliegenthart,Lisa,Vliegenthart,GroenLinks-PvdA,lid Tweede Kamer,1587,23,5
2025,Pans,Esther,Pans,,,1514,4,1
2025,Boelsma-Hoekstra,Luciënne,Boelsma-Hoekstra,CDA,lid Tweede Kamer,1491,12,1
2025,Mennen,Marcel,Mennen,,,1487,5,1
2025,Moraal,Han,Moraal,,,1441,8,1
2025,Schweren,Lizanne,Schweren,,,1407,4,1
2025,Biekman,Anouchka,Biekman,D66,lid Tweede Kamer,1375,8,2
2025,Junger,Marianne,Junger,,,1375,3,1
2025,Sander,Caroline,Sander,,,1366,4,1
2025,Wolfsen,Aleid,Wolfsen,,,1347,2,1
2025,Ten Hove,Tamara,Hove,Groep Markuszower,lid Tweede Kamer,1338,14,3
2025,Zelensky,Volodymyr,Zelensky,,President van Oekraïne,1332,1,1
2025,Zwinkels,Jantine,Zwinkels,CDA,lid Tweede Kamer,1283,9,3
2025,Miles,Martin,Miles,,,1266,11,1
2025,Seighali,Mardjan,Seighali,,,1263,15,1
2025,Marijnissen,Radboud,Marijnissen,,,1237,2,1
2025,Van der Linden,Carlijn,Linden,,,1229,5,1
2025,Tijmstra,Eveline,Tijmstra,CDA,lid Tweede Kamer,1196,3,1
2025,Lammers,Annelotte,Lammers,Groep Markuszower,lid Tweede Kamer,1189,11,3
2025,Westeneng,Judith,Westeneng,,,1185,11,1
2025,Orhan,Kemal,Orhan,,,1146,5,1
2025,Van ter Beek,Fransien,Beek,,,1121,2,1
2025,Van Schendel,Matthijs,Schendel,,,1089,2,1
2025,Galic,Masa,Galic,,,1066,3,1
2025,Prickaertz,Erwin,Prickaertz,PVV,lid Tweede Kamer,1063,9,1
2025,Bongers,Henriëtte,Bongers,,,1057,2,1
2025,Nijhof,Paul,Nijhof,,,1022,4,1
2025,El Boujdaini,Sarah,Boujdaini,D66,lid Tweede Kamer,1017,14,4
2025,Oosterheert,Anne,Oosterheert,,,1007,3,1
2025,Berendsen,Tom,Berendsen,EP/CDA,minister van Buitenlandse Zaken,1002,2,1
2025,Berghuis,Maria,Berghuis,,,990,5,1
2025,Buisman,Sanne,Buisman,,,980,2,1
2025,Teeven,Fred,Teeven,VVD,staatssecretaris van Veiligheid en Justitie,979,7,1
2025,Gerbrandy,Gerben-Jan,Gerbrandy,EP/D66,lid Europees Parlement,973,2,1
2025,Azmani,Malik,Azmani,VVD,lid Tweede Kamer,972,4,1
2025,Vervuurt,Marc,Vervuurt,D66,lid Tweede Kamer,933,6,2
2025,Van Sparrentak,Kim,Sparrentak,EP/GroenLinks-PvdA,lid Europees Parlement,927,2,1
2025,Strolenberg,Anna,Strolenberg,EP/Volt,lid Europees Parlement,886,2,1
2025,Ruissen,Bert-Jan,Ruissen,EP/SGP,lid Europees Parlement,875,2,1
2025,Smit,Sander,Smit,EP/BBB,lid Europees Parlement,867,2,1
2025,Molenaar,Sandra,Molenaar,,algemeen directeur van de Consumentenbond,828,2,1
2025,Gotink,Dirk,Gotink,EP/NSC,lid Europees Parlement,813,2,1
2025,Abdi,Fatihya,Abdi,GroenLinks-PvdA,lid Tweede Kamer,762,12,4
2025,Esser,Eric,Esser,PVV,lid Tweede Kamer,733,2,2
2025,Kostic,Ines,Kostic,PvdD,lid Tweede Kamer,708,19,1
2025,Van Eekelen,Kim,Van,,,687,1,1
2025,Schilder,Shanna,Schilder,Groep Markuszower,lid Tweede Kamer,667,7,3
2025,Huizenga,Renilde,Huizenga,D66,lid Tweede Kamer,559,2,1
2025,Yung,R.,Yung,,,549,1,1
2025,Yung,Ramón,Yung,,,436,1,1
2025,Larmonie-Cecilia,Ruthmilda,Larmonie-Cecilia,,,362,1,1
2025,Mieremet,Esther,Mieremet,,,337,1,1
2025,Ergin,Dogukan,Ergin,DENK,lid Tweede Kamer,252,17,1
2025,Vellinga-Beemsterboer,Marieke,Vellinga-Beemsterboer,D66,lid Tweede Kamer,223,12,3
2025,Van der Wal,Christianne,Wal,VVD,minister voor Natuur en Stikstof,163,1,1
2025,Eichelsheim,Onno,Eichelsheim,,,144,1,1
2025,Oskam,Peter,Oskam,CDA,Lid Tweede Kamer,122,3,1
2025,Moinat,Nicole,Moinat,Groep Markuszower,lid Tweede Kamer,86,3,2
2025,Van Asten,Robert,Asten,D66,lid Tweede Kamer,81,1,1
2025,Zalinyan,Ani,Zalinyan,PRO,lid Tweede Kamer,66,3,2
2025,Steen,Hanneke,Steen,CDA,lid Tweede Kamer,66,1,1
2025,Ambtenaar,x,Ambtenaar,,,47,2,1
2025,Ambtenaar,Ambtenaar,Ambtenaar,,,42,1,1
2025,Rep,Robert,Rep,PVV,lid Tweede Kamer,39,2,1
2025,Jansen,Frederik,Jansen,FVD,lid Tweede Kamer,3,1,1
2025,Dekker,Roelof,Dekker,FVD,lid Tweede Kamer,2,1,1
2024,De Jonge,Hugo,Jonge,,"minister van Volksgezondheid, Welzijn en Sport",255080,842,25
2024,Grinwis,Pieter,Grinwis,ChristenUnie,lid Tweede Kamer,232024,1651,98
2024,Yeşilgöz-Zegerius,Dilan,Yeşilgöz-Zegerius,VVD,minister van Justitie en Veiligheid,221679,1075,32
2024,Bosma,Martin,Bosma,PVV,lid Tweede Kamer,219384,11383,94
2024,Ceder,Don,Ceder,ChristenUnie,lid Tweede Kamer,218017,1740,84
2024,Van Nispen,Michiel,Nispen,SP,lid Tweede Kamer,214787,1971,66
2024,Jetten,Rob,Jetten,D66,lid Tweede Kamer,211689,973,37
2024,Paternotte,Jan,Paternotte,D66,lid Tweede Kamer,201678,1871,87
2024,Heinen,Eelco,Heinen,VVD,minister van Financiën,192184,845,28
2024,Van der Lee,Tom,Lee,GroenLinks-PvdA,lid Tweede Kamer,182289,5950,79
2024,Beckerman,Sandra,Beckerman,SP,lid Tweede Kamer,163031,1694,78
2024,Flach,André,Flach,SGP,lid Tweede Kamer,158989,1086,88
2024,Paul,Mariëlle,Paul,VVD,staatssecretaris Funderend Onderwijs en Emancipatie,158072,696,24
2024,Van Hijum,Eddy,Hijum,CDA,"minister van Sociale Zaken en Werkgelegenheid, viceminister-president",157544,955,37
2024,Veldkamp,Caspar,Veldkamp,NSC,minister van Buitenlandse Zaken,152972,828,44
2024,Madlener,Barry,Madlener,PVV,lid Tweede Kamer,152281,910,29
2024,Van Baarle,Stephan,Baarle,DENK,lid Tweede Kamer,150338,1319,76
2024,Agema,Fleur,Agema,PVV,lid Tweede Kamer,144584,1397,37
2024,Dijk,Jimmy,Dijk,SP,lid Tweede Kamer,143864,1139,75
2024,Eerdmans,Joost,Eerdmans,JA21,lid Tweede Kamer,138781,1064,97
2024,Keijzer,Mona,Keijzer,CDA,lid Tweede Kamer,136367,1012,50
2024,Hermans,Sophie,Hermans,VVD,"minister van Klimaat en Groene Groei, viceminister-president",136326,872,23
2024,Bikker,Mirjam,Bikker,ChristenUnie,lid Tweede Kamer,135434,791,63
2024,Kamminga,Roelien,Kamminga,VVD,lid Tweede Kamer,135279,3514,61
2024,Krul,Harmen,Krul,CDA,lid Tweede Kamer,134526,1083,79
2024,Boswijk,Derk,Boswijk,CDA,lid Tweede Kamer,133070,1027,71
2024,Van der Plas,Caroline,Plas,BBB,lid Tweede Kamer,132366,1105,66
2024,Adema,Piet,Adema,,"minister van Landbouw, Natuur en Voedselkwaliteit",131355,759,19
2024,Brekelmans,Ruben,Brekelmans,VVD,lid Tweede Kamer,128391,778,51
2024,Van Weel,David,Weel,,minister van Justitie en Veiligheid,127185,606,22
2024,Tielen,Judith,Tielen,VVD,lid Tweede Kamer,125783,2685,74
2024,Koekkoek,Marieke,Koekkoek,Volt,lid Tweede Kamer,124637,968,76
2024,Maatoug,Senna,Maatoug,GroenLinks,lid Tweede Kamer,123977,693,27
2024,Bruins Slot,Hanke,Bruins,CDA,lid Tweede Kamer,123820,603,24
2024,Dobbe,Sarah,Dobbe,SP,lid Tweede Kamer,121738,1062,68
2024,Harbers,Mark,Harbers,VVD,lid Tweede Kamer,120474,431,16
2024,Vermeer,Henk,Vermeer,BBB,lid Tweede Kamer,118453,1321,80
2024,Jansen,Chris,Jansen,PVV,staatssecretaris Openbaar Vervoer en Milieu,118060,662,16
2024,Kostić,Ines,Kostić,PvdD,lid Tweede Kamer,117864,1131,67
2024,Heijnen,Vivianne,Heijnen,,staatssecretaris van Infrastructuur en Waterstaat,117260,569,21
2024,de Groot,Peter,Groot,VVD,lid Tweede Kamer,117151,1841,55
2024,Dijkgraaf,Robbert,Dijkgraaf,,"minister van Onderwijs, Cultuur en Wetenschap",116476,345,14
2024,Van Gennip,Karien,Gennip,,minister van Sociale Zaken en Werkgelegenheid,115463,449,11
2024,De Hoop,Habtamu,Hoop,GroenLinks-PvdA,lid Tweede Kamer,112876,906,58
2024,Weerwind,Franc,Weerwind,,minister voor Rechtsbescherming,112455,504,18
2024,Dijkstra,Pia,Dijkstra,D66,lid Tweede Kamer,112360,523,22
2024,Van Campen,Thom,Campen,VVD,lid Tweede Kamer,112092,1011,55
2024,Wiersma,Femke,Wiersma,BBB,"minister van Landbouw, Visserij, Voedselzekerheid en Natuur",111781,596,13
2024,Dassen,Laurens,Dassen,Volt,lid Tweede Kamer,111624,954,68
2024,Sneller,Joost,Sneller,D66,lid Tweede Kamer,111536,1114,64
2024,Bontenbal,Henri,Bontenbal,CDA,lid Tweede Kamer,110831,862,44
2024,Van Houwelingen,Pepijn,Houwelingen,FVD,lid Tweede Kamer,110809,863,70
2024,Stoffer,Chris,Stoffer,SGP,lid Tweede Kamer,110500,851,69
2024,Piri,Kati,Piri,GroenLinks-PvdA,lid Tweede Kamer,107485,1070,65
2024,Tuinman,Gijs,Tuinman,BBB,lid Tweede Kamer,107109,635,40
2024,Helder,Conny,Helder,,minister voor Langdurige Zorg en Sport,106942,462,14
2024,Erkens,Silvio,Erkens,VVD,lid Tweede Kamer,106606,908,54
2024,van Dijk,Inge,Dijk,CDA,lid Tweede Kamer,106174,882,64
2024,Van Weyenberg,Steven,Weyenberg,D66,lid Tweede Kamer,106006,403,15
2024,Van der Burg,Eric,Burg,VVD,staatssecretaris van Justitie en Veiligheid,102559,578,31
2024,Ellian,Ulysse,Ellian,VVD,lid Tweede Kamer,101887,794,52
2024,Kröger,Suzanne,Kröger,GroenLinks,lid Tweede Kamer,101620,948,45
2024,Schoof,Dick,Schoof,,"minister-president, minister van Algemene Zaken",101178,876,7
2024,Paulusma,Wieke,Paulusma,D66,lid Tweede Kamer,99785,1662,63
2024,Teunissen,Christine,Teunissen,PvdD,lid Tweede Kamer,97010,854,65
2024,Bruins,Eppo,Bruins,ChristenUnie,lid Tweede Kamer,96694,505,10
2024,Beljaarts,Dirk,Beljaarts,,minister van Economische Zaken,95451,487,17
2024,Adriaansens,Micky,Adriaansens,,minister van Economische Zaken en Klimaat,94032,410,17
2024,Podt,Anne-Marijke,Podt,D66,lid Tweede Kamer,93549,779,61
2024,Postma,Wytske,Postma,NSC,lid Tweede Kamer,92614,1048,44
2024,Michon-Derkzen,Ingrid,Michon-Derkzen,VVD,lid Tweede Kamer,90236,1289,61
2024,Van Ooijen,Maarten,Ooijen,,"staatssecretaris van Volksgezondheid, Welzijn en Sport",90217,486,13
2024,van Dijk,Olger,Dijk,NSC,lid Tweede Kamer,89786,571,61
2024,Westerveld,Lisa,Westerveld,GroenLinks,lid Tweede Kamer,89738,545,51
2024,Bushoff,Julian,Bushoff,GroenLinks-PvdA,lid Tweede Kamer,88706,753,56
2024,Karremans,Vincent,Karremans,,"staatssecretaris Jeugd, Preventie en Sport",86192,482,14
2024,Van Oostenbruggen,Tjebbe,Oostenbruggen,NSC,lid Tweede Kamer,85734,1107,49
2024,Van der Maat,Christophe,Maat,,staatssecretaris van Defensie,85534,261,10
2024,Aartsen,Thierry,Aartsen,VVD,lid Tweede Kamer,82695,748,37
2024,Uitermark,Judith,Uitermark,NSC,minister van Binnenlandse Zaken en Koninkrijksrelaties,79655,530,31
2024,Heutink,Hidde,Heutink,PVV,lid Tweede Kamer,79043,769,46
2024,Thijssen,Joris,Thijssen,GroenLinks-PvdA,lid Tweede Kamer,78910,1627,47
2024,Rooderkerk,Ilana,Rooderkerk,D66,lid Tweede Kamer,77979,622,48
2024,Vijlbrief,Hans,Vijlbrief,D66,Lid Tweede Kamer,77879,1071,39
2024,Van der Wal,Christianne,Wal,VVD,minister voor Natuur en Stikstof,76843,385,23
2024,Faber,Marjolein,Faber,PVV,minister van Asiel en Migratie,76679,810,12
2024,Ergin,Doğukan,Ergin,DENK,lid Tweede Kamer,76556,588,54
2024,van Dijk,Diederik,Dijk,SGP,lid Tweede Kamer,76379,725,68
2024,Soepboer,Aant,Soepboer,NSC,lid Tweede Kamer,76149,722,41
2024,Vedder,Eline,Vedder,CDA,lid Tweede Kamer,76135,452,58
2024,Wilders,Geert,Wilders,PVV,lid Tweede Kamer,76100,591,15
2024,Ouwehand,Esther,Ouwehand,PvdD,lid Tweede Kamer,74331,528,38
2024,Bamenga,Mpanzu,Bamenga,D66,lid Tweede Kamer,73803,669,68
2024,Rutte,Mark,Rutte,VVD,"minister-president, minister van Algemene Zaken",73358,471,11
2024,Schouten,Carola,Schouten,ChristenUnie,"minister van Landbouw, Natuur en Voedselkwaliteit",72193,296,10
2024,Omtzigt,Pieter,Omtzigt,CDA,lid Tweede Kamer,71449,510,25
2024,Timmermans,Frans,Timmermans,GroenLinks-PvdA,lid Tweede Kamer,70594,483,26
2024,Ollongren,Kajsa,Ollongren,,"minister van Binnenlandse Zaken en Koninkrijksrelaties, viceminister-president",68602,231,11
2024,Bromet,Laura,Bromet,GroenLinks-PvdA,lid Tweede Kamer,67476,937,59
2024,Mutluer,Songül,Mutluer,GroenLinks-PvdA,lid Tweede Kamer,66613,495,56
